STARTTID;SLUTTID;PRISOMRÅDE;FORBRUKSGRUPPE;VOLUM_KWH;ANTALL_MÅLEPUNKT
2026-09-13T09:00:00+02:00;2026-09-13T10:00:00+02:00;NO5;Hytter og fritidseiendommer;37180,151;48405
2026-09-13T09:00:00+02:00;2026-09-13T10:00:00+02:00;NO5;Husholdning;349882,239;260411
2026-09-13T09:00:00+02:00;2026-09-13T10:00:00+02:00;NO5;Primær Industri;13927,319;1953
2026-09-13T09:00:00+02:00;2026-09-13T10:00:00+02:00;NO5;Sekundær Industri;1050266,902;5019
2026-09-13T09:00:00+02:00;2026-09-13T10:00:00+02:00;NO5;Tertiære Tjenester;216483,303;27954
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO1;Hytter og fritidseiendommer;70934,507;110801
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO1;Husholdning;1321773,510;1122291
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO1;Primær Industri;24668,822;7482
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO1;Sekundær Industri;443082,756;15107
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO1;Tertiære Tjenester;829935,382;96213
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO2;Hytter og fritidseiendommer;61070,175;106610
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO2;Husholdning;821705,664;634331
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO2;Primær Industri;72852,642;5761
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO2;Sekundær Industri;2075132,007;12574
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO2;Tertiære Tjenester;455024,994;70977
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO3;Hytter og fritidseiendommer;41109,240;62802
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO3;Husholdning;604021,930;412172
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO3;Primær Industri;93886,831;10290
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO3;Sekundær Industri;1676178,941;9243
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO3;Tertiære Tjenester;411167,925;52404
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO4;Hytter og fritidseiendommer;32893,111;44167
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO4;Husholdning;393641,170;245817
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO4;Primær Industri;65427,652;3977
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO4;Sekundær Industri;1139075,501;6125
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO4;Tertiære Tjenester;323017,514;40302
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO5;Hytter og fritidseiendommer;36587,277;48405
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO5;Husholdning;363167,470;260411
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO5;Primær Industri;13382,938;1953
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO5;Sekundær Industri;1045515,567;5019
2026-09-13T10:00:00+02:00;2026-09-13T11:00:00+02:00;NO5;Tertiære Tjenester;219360,738;27954
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO1;Hytter og fritidseiendommer;65919,559;110801
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO1;Husholdning;1329043,235;1122291
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO1;Primær Industri;23588,373;7482
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO1;Sekundær Industri;446024,226;15107
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO1;Tertiære Tjenester;850128,470;96213
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO2;Hytter og fritidseiendommer;56192,526;106610
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO2;Husholdning;811726,938;634331
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO2;Primær Industri;75289,202;5761
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO2;Sekundær Industri;2077021,930;12574
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO2;Tertiære Tjenester;459993,085;70977
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO3;Hytter og fritidseiendommer;39043,474;62802
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO3;Husholdning;607584,349;412172
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO3;Primær Industri;89810,685;10290
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO3;Sekundær Industri;1654780,955;9243
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO3;Tertiære Tjenester;415369,674;52404
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO4;Hytter og fritidseiendommer;31878,789;44167
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO4;Husholdning;400224,753;245817
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO4;Primær Industri;64160,808;3977
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO4;Sekundær Industri;1140671,778;6125
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO4;Tertiære Tjenester;328788,380;40302
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO5;Hytter og fritidseiendommer;34056,030;48405
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO5;Husholdning;363708,436;260411
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO5;Primær Industri;13352,698;1953
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO5;Sekundær Industri;1054108,885;5019
2026-09-13T11:00:00+02:00;2026-09-13T12:00:00+02:00;NO5;Tertiære Tjenester;220553,441;27954
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO1;Hytter og fritidseiendommer;59744,172;110801
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO1;Husholdning;1300607,048;1122291
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO1;Primær Industri;23278,363;7482
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO1;Sekundær Industri;457808,103;15107
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO1;Tertiære Tjenester;868943,086;96213
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO2;Hytter og fritidseiendommer;50878,359;106610
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO2;Husholdning;795894,184;634331
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO2;Primær Industri;66019,027;5761
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO2;Sekundær Industri;2070059,888;12574
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO2;Tertiære Tjenester;471307,318;70977
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO3;Hytter og fritidseiendommer;36193,034;62802
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO3;Husholdning;600484,626;412172
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO3;Primær Industri;84942,775;10290
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO3;Sekundær Industri;1663970,373;9243
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO3;Tertiære Tjenester;420088,681;52404
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO4;Hytter og fritidseiendommer;30506,910;44167
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO4;Husholdning;404003,398;245817
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO4;Primær Industri;63231,346;3977
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO4;Sekundær Industri;1150198,874;6125
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO4;Tertiære Tjenester;332359,147;40302
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO5;Hytter og fritidseiendommer;30966,827;48405
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO5;Husholdning;363294,115;260411
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO5;Primær Industri;12839,039;1953
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO5;Sekundær Industri;1056806,265;5019
2026-09-13T12:00:00+02:00;2026-09-13T13:00:00+02:00;NO5;Tertiære Tjenester;227312,669;27954
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO1;Hytter og fritidseiendommer;54780,938;110801
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO1;Husholdning;1278781,209;1122291
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO1;Primær Industri;23209,253;7482
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO1;Sekundær Industri;459499,117;15107
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO1;Tertiære Tjenester;877676,257;96213
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO2;Hytter og fritidseiendommer;47037,324;106610
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO2;Husholdning;787490,410;634331
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO2;Primær Industri;65085,962;5761
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO2;Sekundær Industri;2075864,540;12574
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO2;Tertiære Tjenester;470672,902;70977
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO3;Hytter og fritidseiendommer;34228,233;62802
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO3;Husholdning;598141,416;412172
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO3;Primær Industri;85009,328;10290
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO3;Sekundær Industri;1674699,402;9243
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO3;Tertiære Tjenester;419913,230;52404
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO4;Hytter og fritidseiendommer;29647,947;44167
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO4;Husholdning;410564,481;245817
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO4;Primær Industri;62686,937;3977
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO4;Sekundær Industri;1153689,959;6125
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO4;Tertiære Tjenester;332971,381;40302
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO5;Hytter og fritidseiendommer;28677,234;48405
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO5;Husholdning;360425,372;260411
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO5;Primær Industri;12790,155;1953
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO5;Sekundær Industri;1055432,235;5019
2026-09-13T13:00:00+02:00;2026-09-13T14:00:00+02:00;NO5;Tertiære Tjenester;224737,299;27954
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO1;Hytter og fritidseiendommer;51476,440;110801
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO1;Husholdning;1268595,279;1122291
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO1;Primær Industri;23691,376;7482
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO1;Sekundær Industri;452862,241;15107
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO1;Tertiære Tjenester;879776,733;96213
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO2;Hytter og fritidseiendommer;44539,885;106610
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO2;Husholdning;787814,177;634331
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO2;Primær Industri;68945,884;5761
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO2;Sekundær Industri;2075401,789;12574
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO2;Tertiære Tjenester;474417,356;70977
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO3;Hytter og fritidseiendommer;32413,274;62802
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO3;Husholdning;601408,934;412172
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO3;Primær Industri;84106,216;10290
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO3;Sekundær Industri;1636594,349;9243
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO3;Tertiære Tjenester;422042,351;52404
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO4;Hytter og fritidseiendommer;29102,377;44167
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO4;Husholdning;421912,772;245817
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO4;Primær Industri;62522,007;3977
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO4;Sekundær Industri;1150258,898;6125
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO4;Tertiære Tjenester;333938,955;40302
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO5;Hytter og fritidseiendommer;26842,530;48405
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO5;Husholdning;364128,530;260411
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO5;Primær Industri;12657,552;1953
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO5;Sekundær Industri;1055553,891;5019
2026-09-13T14:00:00+02:00;2026-09-13T15:00:00+02:00;NO5;Tertiære Tjenester;225288,419;27954
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO1;Hytter og fritidseiendommer;48723,652;110801
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO1;Husholdning;1290708,125;1122291
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO1;Primær Industri;24156,074;7482
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO1;Sekundær Industri;451205,382;15107
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO1;Tertiære Tjenester;881523,598;96213
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO2;Hytter og fritidseiendommer;42208,909;106610
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO2;Husholdning;801478,861;634331
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO2;Primær Industri;67080,479;5761
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO2;Sekundær Industri;2070179,059;12574
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO2;Tertiære Tjenester;470348,960;70977
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO3;Hytter og fritidseiendommer;31209,081;62802
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO3;Husholdning;619274,208;412172
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO3;Primær Industri;87854,386;10290
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO3;Sekundær Industri;1551658,747;9243
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO3;Tertiære Tjenester;420245,605;52404
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO4;Hytter og fritidseiendommer;28922,544;44167
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO4;Husholdning;434901,762;245817
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO4;Primær Industri;62246,923;3977
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO4;Sekundær Industri;1138233,267;6125
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO4;Tertiære Tjenester;336403,115;40302
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO5;Hytter og fritidseiendommer;25969,312;48405
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO5;Husholdning;372182,121;260411
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO5;Primær Industri;12693,617;1953
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO5;Sekundær Industri;1053542,077;5019
2026-09-13T15:00:00+02:00;2026-09-13T16:00:00+02:00;NO5;Tertiære Tjenester;220107,965;27954
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO1;Hytter og fritidseiendommer;46616,207;110801
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO1;Husholdning;1343803,478;1122291
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO1;Primær Industri;25173,792;7482
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO1;Sekundær Industri;442796,781;15107
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO1;Tertiære Tjenester;877625,659;96213
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO2;Hytter og fritidseiendommer;40498,534;106610
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO2;Husholdning;816764,476;634331
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO2;Primær Industri;68002,511;5761
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO2;Sekundær Industri;2059920,399;12574
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO2;Tertiære Tjenester;471620,975;70977
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO3;Hytter og fritidseiendommer;30324,195;62802
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO3;Husholdning;637982,696;412172
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO3;Primær Industri;91266,266;10290
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO3;Sekundær Industri;1545642,751;9243
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO3;Tertiære Tjenester;418800,694;52404
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO4;Hytter og fritidseiendommer;28566,007;44167
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO4;Husholdning;440498,616;245817
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO4;Primær Industri;62615,159;3977
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO4;Sekundær Industri;1156081,564;6125
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO4;Tertiære Tjenester;336537,842;40302
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO5;Hytter og fritidseiendommer;25020,614;48405
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO5;Husholdning;378122,106;260411
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO5;Primær Industri;12273,896;1953
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO5;Sekundær Industri;1051920,585;5019
2026-09-13T16:00:00+02:00;2026-09-13T17:00:00+02:00;NO5;Tertiære Tjenester;216648,652;27954
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO1;Hytter og fritidseiendommer;45528,044;110801
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO1;Husholdning;1407655,504;1122291
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO1;Primær Industri;29146,193;7482
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO1;Sekundær Industri;430661,029;15107
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO1;Tertiære Tjenester;875127,410;96213
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO2;Hytter og fritidseiendommer;39554,337;106610
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO2;Husholdning;841207,249;634331
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO2;Primær Industri;74505,728;5761
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO2;Sekundær Industri;2056840,202;12574
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO2;Tertiære Tjenester;466293,167;70977
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO3;Hytter og fritidseiendommer;29804,666;62802
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO3;Husholdning;653292,774;412172
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO3;Primær Industri;93443,584;10290
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO3;Sekundær Industri;1542354,647;9243
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO3;Tertiære Tjenester;419023,131;52404
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO4;Hytter og fritidseiendommer;28549,136;44167
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO4;Husholdning;445064,590;245817
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO4;Primær Industri;62984,486;3977
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO4;Sekundær Industri;1192569,745;6125
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO4;Tertiære Tjenester;336080,497;40302
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO5;Hytter og fritidseiendommer;24294,634;48405
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO5;Husholdning;383012,859;260411
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO5;Primær Industri;12374,226;1953
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO5;Sekundær Industri;1050281,652;5019
2026-09-13T17:00:00+02:00;2026-09-13T18:00:00+02:00;NO5;Tertiære Tjenester;210434,356;27954
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO1;Hytter og fritidseiendommer;45057,056;110801
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO1;Husholdning;1476332,289;1122291
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO1;Primær Industri;36707,017;7482
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO1;Sekundær Industri;432658,305;15107
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO1;Tertiære Tjenester;867970,697;96213
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO2;Hytter og fritidseiendommer;38997,602;106610
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO2;Husholdning;883283,589;634331
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO2;Primær Industri;83408,107;5761
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO2;Sekundær Industri;2055927,908;12574
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO2;Tertiære Tjenester;467090,830;70977
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO3;Hytter og fritidseiendommer;29342,450;62802
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO3;Husholdning;671136,217;412172
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO3;Primær Industri;95842,559;10290
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO3;Sekundær Industri;1544013,902;9243
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO3;Tertiære Tjenester;414409,400;52404
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO4;Hytter og fritidseiendommer;28705,814;44167
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO4;Husholdning;453487,397;245817
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO4;Primær Industri;63498,943;3977
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO4;Sekundær Industri;1164635,343;6125
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO4;Tertiære Tjenester;336205,391;40302
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO5;Hytter og fritidseiendommer;23852,940;48405
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO5;Husholdning;389556,100;260411
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO5;Primær Industri;12747,130;1953
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO5;Sekundær Industri;1054073,787;5019
2026-09-13T18:00:00+02:00;2026-09-13T19:00:00+02:00;NO5;Tertiære Tjenester;208707,931;27954
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO1;Hytter og fritidseiendommer;44929,058;110801
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO1;Husholdning;1564450,979;1122291
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO1;Primær Industri;39847,933;7482
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO1;Sekundær Industri;437537,318;15107
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO1;Tertiære Tjenester;876806,396;96213
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO2;Hytter og fritidseiendommer;38997,424;106610
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO2;Husholdning;940300,550;634331
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO2;Primær Industri;83383,918;5761
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO2;Sekundær Industri;2057484,906;12574
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO2;Tertiære Tjenester;470905,861;70977
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO3;Hytter og fritidseiendommer;29519,497;62802
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO3;Husholdning;694253,118;412172
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO3;Primær Industri;96890,400;10290
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO3;Sekundær Industri;1541415,231;9243
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO3;Tertiære Tjenester;414706,668;52404
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO4;Hytter og fritidseiendommer;29078,339;44167
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO4;Husholdning;466957,365;245817
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO4;Primær Industri;63620,235;3977
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO4;Sekundær Industri;1187175,832;6125
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO4;Tertiære Tjenester;343318,424;40302
