STARTTID;SLUTTID;PRISOMRÅDE;FORBRUKSGRUPPE;VOLUM_KWH;ANTALL_MÅLEPUNKT
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO5;Hytter og fritidseiendommer;23887,145;48405
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO5;Husholdning;405076,910;260411
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO5;Primær Industri;13136,868;1953
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO5;Sekundær Industri;1056481,607;5019
2026-09-13T19:00:00+02:00;2026-09-13T20:00:00+02:00;NO5;Tertiære Tjenester;206152,094;27954
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO1;Hytter og fritidseiendommer;45996,859;110801
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO1;Husholdning;1641090,605;1122291
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO1;Primær Industri;40312,647;7482
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO1;Sekundær Industri;448396,779;15107
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO1;Tertiære Tjenester;895834,886;96213
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO2;Hytter og fritidseiendommer;40269,632;106610
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO2;Husholdning;991865,904;634331
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO2;Primær Industri;76571,488;5761
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO2;Sekundær Industri;2070088,334;12574
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO2;Tertiære Tjenester;492587,173;70977
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO3;Hytter og fritidseiendommer;30229,584;62802
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO3;Husholdning;718539,909;412172
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO3;Primær Industri;96950,408;10290
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO3;Sekundær Industri;1564593,111;9243
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO3;Tertiære Tjenester;430588,469;52404
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO4;Hytter og fritidseiendommer;29270,406;44167
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO4;Husholdning;476274,093;245817
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO4;Primær Industri;62995,999;3977
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO4;Sekundær Industri;1193687,789;6125
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO4;Tertiære Tjenester;351145,969;40302
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO5;Hytter og fritidseiendommer;24356,350;48405
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO5;Husholdning;428166,346;260411
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO5;Primær Industri;13414,013;1953
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO5;Sekundær Industri;1038353,946;5019
2026-09-13T20:00:00+02:00;2026-09-13T21:00:00+02:00;NO5;Tertiære Tjenester;218219,135;27954
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO1;Hytter og fritidseiendommer;45532,588;110801
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO1;Husholdning;1618549,095;1122291
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO1;Primær Industri;36879,541;7482
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO1;Sekundær Industri;474148,408;15107
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO1;Tertiære Tjenester;874011,339;96213
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO2;Hytter og fritidseiendommer;40258,921;106610
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO2;Husholdning;984641,653;634331
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO2;Primær Industri;72446,337;5761
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO2;Sekundær Industri;2077333,559;12574
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO2;Tertiære Tjenester;485727,747;70977
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO3;Hytter og fritidseiendommer;30192,828;62802
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO3;Husholdning;714170,033;412172
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO3;Primær Industri;94216,782;10290
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO3;Sekundær Industri;1563948,871;9243
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO3;Tertiære Tjenester;419910,627;52404
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO4;Hytter og fritidseiendommer;29136,361;44167
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO4;Husholdning;469332,140;245817
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO4;Primær Industri;62500,409;3977
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO4;Sekundær Industri;1197014,812;6125
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO4;Tertiære Tjenester;343692,374;40302
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO5;Hytter og fritidseiendommer;24517,942;48405
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO5;Husholdning;430891,884;260411
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO5;Primær Industri;13210,198;1953
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO5;Sekundær Industri;1049410,415;5019
2026-09-13T21:00:00+02:00;2026-09-13T22:00:00+02:00;NO5;Tertiære Tjenester;218470,333;27954
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO1;Hytter og fritidseiendommer;45484,939;110801
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO1;Husholdning;1534514,996;1122291
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO1;Primær Industri;33277,192;7482
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO1;Sekundær Industri;459078,154;15107
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO1;Tertiære Tjenester;846054,190;96213
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO2;Hytter og fritidseiendommer;39863,034;106610
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO2;Husholdning;939722,896;634331
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO2;Primær Industri;63422,650;5761
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO2;Sekundær Industri;2075629,921;12574
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO2;Tertiære Tjenester;469987,106;70977
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO3;Hytter og fritidseiendommer;29884,313;62802
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO3;Husholdning;692760,884;412172
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO3;Primær Industri;90429,280;10290
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO3;Sekundær Industri;1582140,665;9243
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO3;Tertiære Tjenester;409370,729;52404
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO4;Hytter og fritidseiendommer;28683,358;44167
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO4;Husholdning;450357,457;245817
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO4;Primær Industri;61563,372;3977
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO4;Sekundær Industri;1189689,337;6125
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO4;Tertiære Tjenester;333713,621;40302
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO5;Hytter og fritidseiendommer;24404,792;48405
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO5;Husholdning;413379,928;260411
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO5;Primær Industri;12738,641;1953
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO5;Sekundær Industri;1052395,082;5019
2026-09-13T22:00:00+02:00;2026-09-13T23:00:00+02:00;NO5;Tertiære Tjenester;206244,752;27954
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO1;Hytter og fritidseiendommer;44535,938;110801
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO1;Husholdning;1380349,700;1122291
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO1;Primær Industri;31071,709;7482
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO1;Sekundær Industri;452264,984;15107
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO1;Tertiære Tjenester;813164,345;96213
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO2;Hytter og fritidseiendommer;38892,553;106610
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO2;Husholdning;853476,462;634331
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO2;Primær Industri;59678,152;5761
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO2;Sekundær Industri;2070908,097;12574
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO2;Tertiære Tjenester;457084,320;70977
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO3;Hytter og fritidseiendommer;29256,165;62802
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO3;Husholdning;641302,639;412172
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO3;Primær Industri;86694,886;10290
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO3;Sekundær Industri;1616335,743;9243
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO3;Tertiære Tjenester;399749,500;52404
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO4;Hytter og fritidseiendommer;28092,531;44167
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO4;Husholdning;418428,108;245817
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO4;Primær Industri;60957,017;3977
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO4;Sekundær Industri;1144654,264;6125
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO4;Tertiære Tjenester;325850,735;40302
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO5;Hytter og fritidseiendommer;24206,787;48405
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO5;Husholdning;378584,677;260411
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO5;Primær Industri;12401,187;1953
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO5;Sekundær Industri;1050609,383;5019
2026-09-13T23:00:00+02:00;2026-09-14T00:00:00+02:00;NO5;Tertiære Tjenester;202850,402;27954
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO1;Hytter og fritidseiendommer;44243,378;110805
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO1;Husholdning;1243226,730;1122270
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO1;Primær Industri;30002,477;7481
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO1;Sekundær Industri;468366,779;15111
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO1;Tertiære Tjenester;790736,999;96221
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO2;Hytter og fritidseiendommer;38612,306;106609
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO2;Husholdning;766787,795;634361
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO2;Primær Industri;59653,871;5761
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO2;Sekundær Industri;2062577,851;12575
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO2;Tertiære Tjenester;453957,515;70971
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO3;Hytter og fritidseiendommer;28663,503;62801
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO3;Husholdning;584770,484;412170
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO3;Primær Industri;83982,450;10290
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO3;Sekundær Industri;1647308,367;9244
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO3;Tertiære Tjenester;384839,768;52405
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO4;Hytter og fritidseiendommer;27357,135;44167
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO4;Husholdning;388445,430;245811
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO4;Primær Industri;59897,481;3977
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO4;Sekundær Industri;1178346,726;6125
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO4;Tertiære Tjenester;318833,300;40301
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO5;Hytter og fritidseiendommer;24056,567;48406
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO5;Husholdning;344688,667;260412
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO5;Primær Industri;12240,882;1953
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO5;Sekundær Industri;1052771,745;5018
2026-09-14T00:00:00+02:00;2026-09-14T01:00:00+02:00;NO5;Tertiære Tjenester;198613,247;27952
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO1;Hytter og fritidseiendommer;44250,542;110805
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO1;Husholdning;1145332,442;1122270
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO1;Primær Industri;29906,792;7481
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO1;Sekundær Industri;482667,391;15111
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO1;Tertiære Tjenester;775699,302;96221
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO2;Hytter og fritidseiendommer;38366,024;106609
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO2;Husholdning;710782,943;634361
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO2;Primær Industri;62732,094;5761
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO2;Sekundær Industri;2052996,324;12575
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO2;Tertiære Tjenester;442168,215;70971
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO3;Hytter og fritidseiendommer;28374,750;62801
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO3;Husholdning;542200,210;412170
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO3;Primær Industri;82591,116;10290
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO3;Sekundær Industri;1650391,995;9244
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO3;Tertiære Tjenester;378824,414;52405
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO4;Hytter og fritidseiendommer;26977,786;44167
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO4;Husholdning;365681,897;245811
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO4;Primær Industri;59338,857;3977
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO4;Sekundær Industri;1197949,238;6125
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO4;Tertiære Tjenester;316355,313;40301
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO5;Hytter og fritidseiendommer;24098,105;48406
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO5;Husholdning;321893,498;260412
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO5;Primær Industri;12129,627;1953
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO5;Sekundær Industri;1053047,645;5018
2026-09-14T01:00:00+02:00;2026-09-14T02:00:00+02:00;NO5;Tertiære Tjenester;194986,550;27952
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO1;Hytter og fritidseiendommer;44874,222;110805
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO1;Husholdning;1094252,143;1122270
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO1;Primær Industri;30826,023;7481
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO1;Sekundær Industri;491915,101;15111
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO1;Tertiære Tjenester;765831,134;96221
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO2;Hytter og fritidseiendommer;38726,295;106609
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO2;Husholdning;681601,930;634361
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO2;Primær Industri;68326,116;5761
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO2;Sekundær Industri;2057071,192;12575
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO2;Tertiære Tjenester;438064,294;70971
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO3;Hytter og fritidseiendommer;28342,715;62801
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO3;Husholdning;516859,748;412170
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO3;Primær Industri;82212,099;10290
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO3;Sekundær Industri;1653247,710;9244
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO3;Tertiære Tjenester;373503,876;52405
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO4;Hytter og fritidseiendommer;27017,768;44167
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO4;Husholdning;351312,224;245811
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO4;Primær Industri;59295,063;3977
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO4;Sekundær Industri;1201330,953;6125
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO4;Tertiære Tjenester;313128,422;40301
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO5;Hytter og fritidseiendommer;24475,213;48406
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO5;Husholdning;307556,691;260412
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO5;Primær Industri;12011,965;1953
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO5;Sekundær Industri;1051654,480;5018
2026-09-14T02:00:00+02:00;2026-09-14T03:00:00+02:00;NO5;Tertiære Tjenester;192095,689;27952
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO1;Hytter og fritidseiendommer;45867,398;110805
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO1;Husholdning;1069261,075;1122270
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO1;Primær Industri;33668,063;7481
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO1;Sekundær Industri;492809,759;15111
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO1;Tertiære Tjenester;768118,089;96221
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO2;Hytter og fritidseiendommer;39112,370;106609
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO2;Husholdning;664228,128;634361
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO2;Primær Industri;71892,632;5761
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO2;Sekundær Industri;2078275,577;12575
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO2;Tertiære Tjenester;441434,588;70971
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO3;Hytter og fritidseiendommer;28525,349;62801
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO3;Husholdning;503020,086;412170
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO3;Primær Industri;82685,232;10290
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO3;Sekundær Industri;1646349,647;9244
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO3;Tertiære Tjenester;378241,206;52405
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO4;Hytter og fritidseiendommer;26952,021;44167
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO4;Husholdning;343411,924;245811
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO4;Primær Industri;58981,859;3977
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO4;Sekundær Industri;1212496,844;6125
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO4;Tertiære Tjenester;314184,901;40301
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO5;Hytter og fritidseiendommer;24909,210;48406
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO5;Husholdning;298931,969;260412
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO5;Primær Industri;11987,363;1953
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO5;Sekundær Industri;1049591,784;5018
2026-09-14T03:00:00+02:00;2026-09-14T04:00:00+02:00;NO5;Tertiære Tjenester;192199,976;27952
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO1;Hytter og fritidseiendommer;46693,144;110805
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO1;Husholdning;1049800,787;1122270
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO1;Primær Industri;36323,659;7481
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO1;Sekundær Industri;501533,100;15111
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO1;Tertiære Tjenester;785719,625;96221
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO2;Hytter og fritidseiendommer;39828,548;106609
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO2;Husholdning;654751,954;634361
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO2;Primær Industri;81974,251;5761
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO2;Sekundær Industri;2083645,571;12575
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO2;Tertiære Tjenester;454555,837;70971
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO3;Hytter og fritidseiendommer;28735,040;62801
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO3;Husholdning;495324,366;412170
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO3;Primær Industri;84975,563;10290
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO3;Sekundær Industri;1664414,386;9244
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO3;Tertiære Tjenester;383853,598;52405
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO4;Hytter og fritidseiendommer;27130,872;44167
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO4;Husholdning;339907,567;245811
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO4;Primær Industri;59647,449;3977
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO4;Sekundær Industri;1198251,086;6125
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO4;Tertiære Tjenester;320701,875;40301
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO5;Hytter og fritidseiendommer;25214,784;48406
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO5;Husholdning;294301,334;260412
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO5;Primær Industri;12003,995;1953
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO5;Sekundær Industri;1051022,741;5018
2026-09-14T04:00:00+02:00;2026-09-14T05:00:00+02:00;NO5;Tertiære Tjenester;194900,268;27952
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO1;Hytter og fritidseiendommer;47800,844;110805
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO1;Husholdning;1074259,966;1122270
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO1;Primær Industri;38329,660;7481
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO1;Sekundær Industri;532026,532;15111
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO1;Tertiære Tjenester;861646,797;96221
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO2;Hytter og fritidseiendommer;40482,444;106609
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO2;Husholdning;667784,561;634361
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO2;Primær Industri;85935,565;5761
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO2;Sekundær Industri;2103181,519;12575
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO2;Tertiære Tjenester;492742,207;70971
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO3;Hytter og fritidseiendommer;29174,880;62801
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO3;Husholdning;498972,652;412170
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO3;Primær Industri;87223,780;10290
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO3;Sekundær Industri;1698431,457;9244
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO3;Tertiære Tjenester;408944,904;52405
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO4;Hytter og fritidseiendommer;27312,824;44167
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO4;Husholdning;345006,291;245811
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO4;Primær Industri;61784,553;3977
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO4;Sekundær Industri;1203549,065;6125
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO4;Tertiære Tjenester;327965,730;40301
